Product Name,Product Version,Mapped Product Name,Lifecycle Color,Match Type,Match Details
Premium Operations Vmware,nan,Premium Operations Vmware,blue,no_match,Empty or null version
Cognos Analytics,12.0.3,IBM Cognos Analytics,green,exact,"Exact match: product='ibm cognos analytics', version='12.0.x'"
Cognos Analytics,12.0.4,IBM Cognos Analytics,green,exact,"Exact match: product='ibm cognos analytics', version='12.0.x'"
webMethods API Management,11.1,webMethods API Management,green,substring,"Substring match: found 'webmethods api management' in 'ibm webmethods api management', version='11.1.x'"
Sterling Gentran Server,Gentran for z/OS - 6.6.0,Sterling Gentran Server,blue,no_match,"No match found for product 'Sterling Gentran Server' (mapped from 'Sterling Gentran Server'), version 'gentran for z/os - 6.6.0'"
Azure,nan,Azure,blue,no_match,Empty or null version
Security Series,nan,Security Series,blue,no_match,Empty or null version
Deskside & End User Support Project Services,nan,Deskside & End User Support Project Services,blue,no_match,Empty or null version
Db2 Administration Tool for z/OS,13.1,Db2 Administration Tool for z/OS,green,substring,"Substring match: found 'db2 administration tool for z/os' in 'ibm db2 administration tool for z/os', version='13.1.0'"
IBM i,7.3 [EOS 30 Sep 2023 Need Service Extension],IBM i,blue,no_match,"No match found for product 'IBM i' (mapped from 'IBM i'), version '7.3 [eos 30 sep 2023 need service extension]'"
FlashSystem V9000,nan,FlashSystem V9000,blue,no_match,Empty or null version
Operations Analytics (Log Analysis/Predictive Insights),1.3.8,Operations Analytics (Log Analysis/Predictive Insights),blue,no_match,"No match found for product 'Operations Analytics (Log Analysis/Predictive Insights)' (mapped from 'Operations Analytics (Log Analysis/Predictive Insights)'), version '1.3.8'"
Cash Recycler,nan,Cash Recycler,blue,no_match,Empty or null version
IBM i on PowerVS,7.6,IBM i on PowerVS,blue,no_match,"No match found for product 'IBM i on PowerVS' (mapped from 'IBM i on PowerVS'), version '7.6'"
FlashSystem 900,nan,FlashSystem 900,blue,no_match,Empty or null version
watsonx.ai as a Service,nan,watsonx.ai as a Service,blue,no_match,Empty or null version
Sterling Transformation Extender,11.0.0,IBM Sterling Transformation Extender,green,substring,"Substring match: found 'ibm sterling transformation extender' in 'ibm sterling transformation extender', version='11.0.x'"
Business Automation Workflow,21.0.x,Business Automation Workflow,red,substring,"Substring match: found 'business automation workflow' in 'ibm business automation workflow', version='21.0.x'"
"Db2 Linux, Unix and Windows",V11.5.9.0,"Db2 Linux, Unix and Windows",blue,no_match,"No match found for product 'Db2 Linux, Unix and Windows' (mapped from 'Db2 Linux, Unix and Windows'), version 'v11.5.9.0'"
Db2 AI for z/OS,1.6.0,Db2 AI for z/OS,green,substring,"Substring match: found 'db2 ai for z/os' in 'ibm db2 ai for z/os', version='1.6.0'"
Document Reader,nan,Document Reader,blue,no_match,Empty or null version
Sterling B2B Integration Value-Added Network,nan,Sterling B2B Integration Value-Added Network,blue,no_match,Empty or null version
Premium Operations Open Source,nan,Premium Operations Open Source,blue,no_match,Empty or null version
Data Set Commander,9.1.0,Data Set Commander,green,substring,"Substring match: found 'data set commander' in 'ibm data set commander for z/os', version='9.1.0'"
iPad,nan,iPad,blue,no_match,Empty or null version
Instana Observability,1.0.301,Instana Observability,green,substring,"Substring match: found 'instana observability' in 'ibm instana observability', version='1.0.x'"
Sterling Connect Direct,C:D Windows 6.4,IBM Sterling Connect:Direct for UNIX,blue,no_match,"No match found for product 'IBM Sterling Connect:Direct for UNIX' (mapped from 'Sterling Connect Direct'), version 'c:d windows 6.4'"
Verify Identity Access,V.11.0.1,Verify Identity Access,green,wildcard,Wildcard match: version 'v.11.0.1' matches pattern '11.0.x' in 'ibm verify identity access'
zTech,nan,zTech,blue,no_match,Empty or null version
Consul Self-Managed,1.21.11+ent,Consul Self-Managed,blue,no_match,"No match found for product 'Consul Self-Managed' (mapped from 'Consul Self-Managed'), version '1.21.11+ent'"
z16 AGZ,nan,z16 AGZ,blue,no_match,Empty or null version
Cognos Analytics on Cloud,12.0.4,Cognos Analytics on Cloud,blue,no_match,"No match found for product 'Cognos Analytics on Cloud' (mapped from 'Cognos Analytics on Cloud'), version '12.0.4'"
BACC Cognos On Cloud,nan,BACC Cognos On Cloud,blue,no_match,Empty or null version
DataStax Enterprise,6.8.43,DataStax Enterprise,green,wildcard,Wildcard match: version '6.8.43' matches pattern '6.x' in 'ibm datastax enterprise'
Netcool Operations Insights,1.6.14,Netcool Operations Insights,blue,no_match,"No match found for product 'Netcool Operations Insights' (mapped from 'Netcool Operations Insights'), version '1.6.14'"
Call Center on Cloud,nan,Call Center on Cloud,blue,no_match,Empty or null version
watsonx.governance,2.3,watsonx.governance,green,substring,"Substring match: found 'watsonx.governance' in 'ibm watsonx.governance', version='2.3.x'"
Kubecost Self Hosted,3.1.3,Kubecost Self Hosted,green,wildcard,Wildcard match: version '3.1.3' matches pattern '3.x.x' in 'ibm kubecost self hosted'
Business Process Manager on Cloud,nan,Business Process Manager on Cloud,blue,no_match,Empty or null version
MQ Appliance,9.4 LTS,MQ Appliance,blue,no_match,"No match found for product 'MQ Appliance' (mapped from 'MQ Appliance'), version '9.4 lts'"
Security Verify Privilege,11.4.2,Security Verify Privilege,red,substring,"Substring match: found 'security verify privilege' in 'ibm security verify privilege', version='11.4.2'"
ProLiant BL Series C-Class Server Blades,nan,ProLiant BL Series C-Class Server Blades,blue,no_match,Empty or null version
Maximo Asset Configuration Manager,7.6.7,Maximo Asset Configuration Manager,green,exact,"Exact match: product='maximo asset configuration manager', version='7.6.7'"
DevOps Test Workbench,11.0.7,DevOps Test Workbench,green,substring,"Substring match: found 'devops test workbench' in 'ibm devops test workbench', version='11.0.x'"
Tivoli Management Services for z/OS,nan,Tivoli Management Services for z/OS,blue,no_match,Empty or null version
TellerScan Series Check Scanners,nan,TellerScan Series Check Scanners,blue,no_match,Empty or null version
Monitors,nan,Monitors,blue,no_match,Empty or null version
Maximo EAM SaaS Flex,nan,Maximo EAM SaaS Flex,blue,no_match,Empty or null version
Guardium Data Protection,11.5,Guardium Data Protection,orange,substring,"Substring match: found 'guardium data protection' in 'ibm security guardium data protection for nas', version='11.5.x'"
Maximo Application Suite on Cloud,9.0.0,Maximo Application Suite on Cloud,blue,no_match,"No match found for product 'Maximo Application Suite on Cloud' (mapped from 'Maximo Application Suite on Cloud'), version '9.0.0'"
InfoSphere Information Server: Data Integration (DataStage),other,InfoSphere Information Server: Data Integration (DataStage),blue,no_match,"No match found for product 'InfoSphere Information Server: Data Integration (DataStage)' (mapped from 'InfoSphere Information Server: Data Integration (DataStage)'), version 'other'"
Sterling Call Center,nan,Sterling Call Center,blue,no_match,Empty or null version
GDPS (Geographically Dispersed Parallel Sysplex),V4R7,GDPS (Geographically Dispersed Parallel Sysplex),blue,no_match,"No match found for product 'GDPS (Geographically Dispersed Parallel Sysplex)' (mapped from 'GDPS (Geographically Dispersed Parallel Sysplex)'), version 'v4r7'"
Cognos Analytics,12.0.2,IBM Cognos Analytics,green,exact,"Exact match: product='ibm cognos analytics', version='12.0.x'"
SmartSource Elite Series Scanners,nan,SmartSource Elite Series Scanners,blue,no_match,Empty or null version
IBM i,7.6,IBM i,green,exact,"Exact match: product='ibm i', version='7.6.0'"
Content Manager,8.7,Content Manager,green,substring,"Substring match: found 'content manager' in 'content manager for z/os', version='8.7.x'"
M365 Platform,nan,M365 Platform,blue,no_match,Empty or null version
Sterling Connect Direct,C:D Web Services 6.3,IBM Sterling Connect:Direct for UNIX,blue,no_match,"No match found for product 'IBM Sterling Connect:Direct for UNIX' (mapped from 'Sterling Connect Direct'), version 'c:d web services 6.3'"
Terraform Self-Managed,1.1.4,Terraform Self-Managed,blue,no_match,"No match found for product 'Terraform Self-Managed' (mapped from 'Terraform Self-Managed'), version '1.1.4'"
Business Automation Workflow,25.0.1,Business Automation Workflow,green,substring,"Substring match: found 'business automation workflow' in 'ibm business automation workflow', version='25.0.x'"
FlashSystem 5200,Version Not Listed,FlashSystem 5200,blue,no_match,"No match found for product 'FlashSystem 5200' (mapped from 'FlashSystem 5200'), version 'version not listed'"
Security Verify Directory,10.0.1,IBM Security Verify Directory,green,exact,"Exact match: product='ibm security verify directory', version='10.0.x'"
Workload Automation on Cloud,nan,Workload Automation on Cloud,blue,no_match,Empty or null version
Instana Observability,1.0.303,Instana Observability,green,substring,"Substring match: found 'instana observability' in 'ibm instana observability', version='1.0.x'"
SAN Cisco MDS Collection,nan,SAN Cisco MDS Collection,blue,no_match,Empty or null version
CICS Configuration Manager,nan,CICS Configuration Manager,blue,no_match,Empty or null version
Vault Self-Managed,1.21.2,Vault Self-Managed,blue,no_match,"No match found for product 'Vault Self-Managed' (mapped from 'Vault Self-Managed'), version '1.21.2'"
webMethods Integration,10.5,webMethods Integration,blue,no_match,"No match found for product 'webMethods Integration' (mapped from 'webMethods Integration'), version '10.5'"
Storwize V7000,Unknown,Storwize V7000,blue,no_match,"No match found for product 'Storwize V7000' (mapped from 'Storwize V7000'), version 'unknown'"
webMethods B2B,10.15,webMethods B2B,blue,no_match,"No match found for product 'webMethods B2B' (mapped from 'webMethods B2B'), version '10.15'"
MQ Appliance,9.3 LTS,MQ Appliance,blue,no_match,"No match found for product 'MQ Appliance' (mapped from 'MQ Appliance'), version '9.3 lts'"
FileNet Content Manager,5.6.0,FileNet Content Manager,green,substring,"Substring match: found 'filenet content manager' in 'ibm filenet content manager', version='5.6.x'"
Key Lifecycle Manager,4.1.1.x,Key Lifecycle Manager,blue,no_match,"No match found for product 'Key Lifecycle Manager' (mapped from 'Key Lifecycle Manager'), version '4.1.1.x'"
Content Navigator and Content Navigator Mobile App,3.1.0,Content Navigator and Content Navigator Mobile App,blue,no_match,"No match found for product 'Content Navigator and Content Navigator Mobile App' (mapped from 'Content Navigator and Content Navigator Mobile App'), version '3.1.0'"
Vault,nan,Vault,blue,no_match,Empty or null version
Smart Uninterruptible Power Supply,nan,Smart Uninterruptible Power Supply,blue,no_match,Empty or null version
ThinkSystem SC Series Servers,nan,ThinkSystem SC Series Servers,blue,no_match,Empty or null version
LinuxONE III LT2,nan,LinuxONE III LT2,blue,no_match,Empty or null version
PowerVM / VIOS,4.1.1.10,PowerVM,green,major.minor,Major.minor match: '4.1.1.10' matches '4.1.0' in 'powervm'
App Connect Enterprise,12.0.12,App Connect Enterprise,green,substring,"Substring match: found 'app connect enterprise' in 'ibm app connect enterprise', version='12.0.x'"
Z System Automation,4.3.0,Z System Automation,green,substring,"Substring match: found 'z system automation' in 'ibm z system automation', version='4.3.x'"
TRIRIGA Platform,5.0.X,TRIRIGA Platform,green,substring,"Substring match: found 'tririga platform' in 'tririga platform', version='5.0.x'"
SevOne Network Performance Management,8.1.2,SevOne Network Performance Management,green,wildcard,Wildcard match: version '8.1.2' matches pattern '8.x' in 'ibm sevone network performance management'
Cloud Object Storage,3.17.5.100,Cloud Object Storage,green,substring,"Substring match: found 'cloud object storage' in 'ibm cloud object storage system', version='3.17.x'"
Cloud Object Storage,3.18.1.45,Cloud Object Storage,green,substring,"Substring match: found 'cloud object storage' in 'ibm cloud object storage system', version='3.18.x'"
Magnetic Stripe Device,nan,Magnetic Stripe Device,blue,no_match,Empty or null version
OpenPages on Cloud,9.1.1,OpenPages on Cloud,blue,no_match,"No match found for product 'OpenPages on Cloud' (mapped from 'OpenPages on Cloud'), version '9.1.1'"
Shopz,nan,Shopz,blue,no_match,Empty or null version
zSecure,V3.1.0,IBM Security zSecure Admin,green,wildcard,Wildcard match: version 'v3.1.0' matches pattern '3.1.x' in 'ibm security zsecure admin'
Spectrum Conductor,nan,Spectrum Conductor,blue,no_match,Empty or null version
DS8870,nan,DS8870,blue,no_match,Empty or null version
Maximo Application Suite,9.1-feature-channel-9.2,Maximo Application Suite,blue,no_match,"No match found for product 'Maximo Application Suite' (mapped from 'Maximo Application Suite'), version '9.1-feature-channel-9.2'"
Sparc,nan,Sparc,blue,no_match,Empty or null version
Oniqua Analytics Solution,nan,Oniqua Analytics Solution,blue,no_match,Empty or null version
Spectrum LSF,nan,Spectrum LSF,blue,no_match,Empty or null version
Banknote Counter,nan,Banknote Counter,blue,no_match,Empty or null version
VX Pin Pad,nan,VX Pin Pad,blue,no_match,Empty or null version
ThinkPad Series Laptops,nan,ThinkPad Series Laptops,blue,no_match,Empty or null version
CICS Transaction Server,CICS TS 6.1,CICS Transaction Server for z/OS,blue,no_match,"No match found for product 'CICS Transaction Server for z/OS' (mapped from 'CICS Transaction Server'), version 'cics ts 6.1'"
TRIRIGA Applications,11.6.X,TRIRIGA Applications,blue,no_match,"No match found for product 'TRIRIGA Applications' (mapped from 'TRIRIGA Applications'), version '11.6.x'"
App Connect Professional,7.5.5,App Connect Professional,green,exact,"Exact match: product='app connect professional', version='7.5.x'"
Maximo Asset Management,7.6.1.3,Maximo Asset Management,red,major.minor,Major.minor match: '7.6.1.3' matches '7.6.0.x' in 'ibm maximo asset management'
InfoSphere Information Server: Information Analyzer (IA),11.7.1,InfoSphere Information Server: Information Analyzer (IA),blue,no_match,"No match found for product 'InfoSphere Information Server: Information Analyzer (IA)' (mapped from 'InfoSphere Information Server: Information Analyzer (IA)'), version '11.7.1'"
Verify Identity Governance,V.10.0.1 - Identity Manager (ISIM - Appliance),Verify Identity Governance,blue,no_match,"No match found for product 'Verify Identity Governance' (mapped from 'Verify Identity Governance'), version 'v.10.0.1 - identity manager (isim - appliance)'"
Thermal Barcode Printer,nan,Thermal Barcode Printer,blue,no_match,Empty or null version
Sterling File Gateway,6.2.0,IBM Sterling File Gateway,green,substring,"Substring match: found 'ibm sterling file gateway' in 'ibm sterling file gateway', version='6.2.x'"
Storage Scale,5.2.1,IBM Storage Scale Data Management Edition,green,exact,"Exact match: product='ibm storage scale data management edition', version='5.2.x'"
watsonx.data as a Service,nan,watsonx.data as a Service,blue,no_match,Empty or null version
Sterling Secure Proxy,6.2.0,Sterling Secure Proxy,green,substring,"Substring match: found 'sterling secure proxy' in 'ibm sterling secure proxy', version='6.2.x'"
Key Lifecycle Manager,4.2.1.x,Key Lifecycle Manager,blue,no_match,"No match found for product 'Key Lifecycle Manager' (mapped from 'Key Lifecycle Manager'), version '4.2.1.x'"
TS2900 Tape Autoloader,nan,TS2900 Tape Autoloader,blue,no_match,Empty or null version
Tivoli Monitoring Agents,6.3.x,Tivoli Monitoring,green,exact,"Exact match: product='tivoli monitoring', version='6.3.x'"
Switch,nan,Switch,blue,no_match,Empty or null version
Datacap,9.1.9,Datacap,green,substring,"Substring match: found 'datacap' in 'ibm datacap', version='9.1.x'"
watsonx.data,2.3,watsonx.data,green,substring,"Substring match: found 'watsonx.data' in 'ibm watsonx.data', version='2.3.x'"
Cloud Pak for Data System,1.0.7.8,Cloud Pak for Data System,red,substring,"Substring match: found 'cloud pak for data system' in 'ibm cloud pak for data system for federal and finance', version='1.0.x'"
Vault Self-Managed,1.18.4,Vault Self-Managed,blue,no_match,"No match found for product 'Vault Self-Managed' (mapped from 'Vault Self-Managed'), version '1.18.4'"
FlashSystem 9200,8.6,FlashSystem 9200,blue,no_match,"No match found for product 'FlashSystem 9200' (mapped from 'FlashSystem 9200'), version '8.6'"
Operational Decision Manager,9.0.0,Operational Decision Manager,green,substring,"Substring match: found 'operational decision manager' in 'ibm operational decision manager', version='9.0.x'"
Cognos Analytics on Cloud,12.1.2,Cognos Analytics on Cloud,blue,no_match,"No match found for product 'Cognos Analytics on Cloud' (mapped from 'Cognos Analytics on Cloud'), version '12.1.2'"
ThinkCentre,nan,ThinkCentre,blue,no_match,Empty or null version
Cognos Analytics,11.2.4,IBM Cognos Analytics,green,exact,"Exact match: product='ibm cognos analytics', version='11.2.x'"
Safer Payments,6.9.0,Safer Payments,green,substring,"Substring match: found 'safer payments' in 'ibm safer payments', version='6.9.x'"
Storage Scale,6.0.0,IBM Storage Scale Data Management Edition,green,exact,"Exact match: product='ibm storage scale data management edition', version='6.0.0'"
Apollo 4200 Series Servers,nan,Apollo 4200 Series Servers,blue,no_match,Empty or null version
Optim Test Data Management,11.7,Optim Test Data Management,blue,no_match,"No match found for product 'Optim Test Data Management' (mapped from 'Optim Test Data Management'), version '11.7'"
BEETLE Series Point of Sale Systems,nan,BEETLE Series Point of Sale Systems,blue,no_match,Empty or null version
Premium Operations MVS,nan,Premium Operations MVS,blue,no_match,Empty or null version
Power System L1124 Server,nan,Power System L1124 Server,blue,no_match,Empty or null version
PowerVM / VIOS,Latest,PowerVM,blue,no_match,"No match found for product 'PowerVM' (mapped from 'PowerVM / VIOS'), version 'latest'"
Power System L1122 Server,nan,Power System L1122 Server,blue,no_match,Empty or null version
Teller Cash Dispenser,nan,Teller Cash Dispenser,blue,no_match,Empty or null version
Power System E1150 Server,nan,Power System E1150 Server,blue,no_match,Empty or null version
Storage Protect,8.1.26.0,Storage Protect,green,substring,"Substring match: found 'storage protect' in 'ibm storage protect', version='8.1.x'"
OpenPages on Cloud,9.1.3,OpenPages on Cloud,blue,no_match,"No match found for product 'OpenPages on Cloud' (mapped from 'OpenPages on Cloud'), version '9.1.3'"
FileNet Content Manager,5.5.12.0,FileNet Content Manager,green,substring,"Substring match: found 'filenet content manager' in 'ibm filenet content manager', version='5.5.x'"
Terraform Self-Managed,1.2.1,Terraform Self-Managed,blue,no_match,"No match found for product 'Terraform Self-Managed' (mapped from 'Terraform Self-Managed'), version '1.2.1'"
Tape Library,nan,Tape Library,blue,no_match,Empty or null version
Cloud Pak for Data,5.1.3,Cloud Pak for Data,green,wildcard,Wildcard match: version '5.1.3' matches pattern '5.x.x' in 'ibm cloud pak for data'
Spectrum Archive Enterprise and Library,nan,Spectrum Archive Enterprise and Library,blue,no_match,Empty or null version
Hardware Management Console Application,V10 R1 Physical Appliance Only,Hardware Management Console Application,blue,no_match,"No match found for product 'Hardware Management Console Application' (mapped from 'Hardware Management Console Application'), version 'v10 r1 physical appliance only'"
SPSS Statistics,29.0.1.0,IBM SPSS Statistics,green,exact,"Exact match: product='ibm spss statistics', version='29.0.x'"
PowerVM / VIOS,4.1.0.21,PowerVM,green,major.minor,Major.minor match: '4.1.0.21' matches '4.1.0' in 'powervm'
LinuxONE Rockhopper 4 LA2,nan,LinuxONE Rockhopper 4 LA2,blue,no_match,Empty or null version
Netcool/OMNIbus,8.1.0.36,Netcool/OMNIbus,red,exact,"Exact match: product='netcool/omnibus', version='8.1.x'"
Rational Licensing,other,Rational License Key Server,blue,no_match,"No match found for product 'Rational License Key Server' (mapped from 'Rational Licensing'), version 'other'"
Cloud Pak System,nan,Cloud Pak System,blue,no_match,Empty or null version
Cloud Pak for AIOps,4.13.0,Cloud Pak for AIOps,green,wildcard,Wildcard match: version '4.13.0' matches pattern '4.x' in 'ibm cloud pak for aiops'
SevOne Network Performance Management,8.1.3,SevOne Network Performance Management,green,wildcard,Wildcard match: version '8.1.3' matches pattern '8.x' in 'ibm sevone network performance management'
Consul Self-Managed,1.22.5+ent,Consul Self-Managed,blue,no_match,"No match found for product 'Consul Self-Managed' (mapped from 'Consul Self-Managed'), version '1.22.5+ent'"
Vault Self-Managed,1.18.14,Vault Self-Managed,blue,no_match,"No match found for product 'Vault Self-Managed' (mapped from 'Vault Self-Managed'), version '1.18.14'"
Power System L1024 Server,nan,Power System L1024 Server,blue,no_match,Empty or null version
Security Family,nan,Security Family,blue,no_match,Empty or null version
MQ for z/OS,9.3 LTS,MQ for z/OS,blue,no_match,"No match found for product 'MQ for z/OS' (mapped from 'MQ for z/OS'), version '9.3 lts'"
License Metric Tool,9.2.37,License Metric Tool,green,substring,"Substring match: found 'license metric tool' in 'ibm license metric tool', version='9.2.x'"
Hardware Management Console Application,V10 R3 M1060,Hardware Management Console Application,blue,no_match,"No match found for product 'Hardware Management Console Application' (mapped from 'Hardware Management Console Application'), version 'v10 r3 m1060'"
Spectrum LSF RTM,nan,Spectrum LSF RTM,blue,no_match,Empty or null version
Advanced VSAM Manager for z/OS,2.6.0 (Service Extension Only),Advanced VSAM Manager for z/OS,red,substring,"Substring match: found 'advanced vsam manager for z/os' in 'tivoli advanced vsam manager for z/os', version='2.6.x'"
TS2270 Tape Drive,nan,TS2270 Tape Drive,blue,no_match,Empty or null version
Guardium Data Protection,12.0,Guardium Data Protection,orange,substring,"Substring match: found 'guardium data protection' in 'ibm security guardium data protection for nas', version='12.0.x'"
Planning Analytics as a Service,nan,Planning Analytics as a Service,blue,no_match,Empty or null version
API Connect,10.0.6,API Connect,green,substring,"Substring match: found 'api connect' in 'ibm api connect', version='10.0.x'"
Verify Identity Governance,V.10.0.2 - Identity Manager (ISIM - Software),Verify Identity Governance,blue,no_match,"No match found for product 'Verify Identity Governance' (mapped from 'Verify Identity Governance'), version 'v.10.0.2 - identity manager (isim - software)'"
DS8880,nan,DS8880,blue,no_match,Empty or null version
Storage Scale Erasure Code Edition,5.2.3,Storage Scale Erasure Code Edition,green,substring,"Substring match: found 'storage scale erasure code edition' in 'ibm storage scale erasure code edition', version='5.2.x'"
"Db2 Linux, Unix and Windows",10.1,"Db2 Linux, Unix and Windows",blue,no_match,"No match found for product 'Db2 Linux, Unix and Windows' (mapped from 'Db2 Linux, Unix and Windows'), version '10.1'"
FileNet Content Manager,5.5.2.0,FileNet Content Manager,green,substring,"Substring match: found 'filenet content manager' in 'ibm filenet content manager', version='5.5.x'"
Hardware Management Console Application,V8 R8 Physical Appliance,Hardware Management Console Application,blue,no_match,"No match found for product 'Hardware Management Console Application' (mapped from 'Hardware Management Console Application'), version 'v8 r8 physical appliance'"
DP Series Printer,nan,DP Series Printer,blue,no_match,Empty or null version
Tivoli Network Manager,4.2.0.21 (Build 311),Tivoli Network Manager,red,substring,"Substring match: found 'tivoli network manager' in 'tivoli network manager ip edition', version='4.2.x'"
Storwize V5000,7.8,Storwize V5000,red,substring,"Substring match: found 'storwize v5000' in 'ibm spectrum virtualize software for storwize v5000', version='7.8.x'"
Sterling Transformation Extender,10.1.2,IBM Sterling Transformation Extender,green,exact,"Exact match: product='ibm sterling transformation extender', version='10.1.x'"
Content Navigator and Content Navigator Mobile App,3.2.0,Content Navigator and Content Navigator Mobile App,blue,no_match,"No match found for product 'Content Navigator and Content Navigator Mobile App' (mapped from 'Content Navigator and Content Navigator Mobile App'), version '3.2.0'"
SevOne Network Performance Management,7.2.12,SevOne Network Performance Management,green,major.minor,Major.minor match: '7.2.12' matches '7.2' in 'ibm sevone network performance management'
QRadar SOAR,51.0.4.1,QRadar SOAR,green,substring,"Substring match: found 'qradar soar' in 'ibm security qradar soar', version='51.0.x'"
Dynamics 365,nan,Dynamics 365,blue,no_match,Empty or null version
App Connect Enterprise,13.0.6,App Connect Enterprise,green,substring,"Substring match: found 'app connect enterprise' in 'ibm app connect enterprise', version='13.0.x'"
watsonx Orchestrate Cartridge for IBM Cloud Pak for Data,nan,watsonx Orchestrate Cartridge for IBM Cloud Pak for Data,blue,no_match,Empty or null version
Sterling Connect Direct for z/OS,6.4,IBM Sterling Connect:Direct for z/OS,green,substring,"Substring match: found 'ibm sterling connect:direct for z/os' in 'ibm sterling connect:direct for z/os standard edition', version='6.4.x'"
Netcool Operations Insights,1.6.15,Netcool Operations Insights,blue,no_match,"No match found for product 'Netcool Operations Insights' (mapped from 'Netcool Operations Insights'), version '1.6.15'"
DevOps Deploy,8.0.1.0,DevOps Deploy,green,substring,"Substring match: found 'devops deploy' in 'ibm devops deploy', version='8.0.x'"
Security Verify Directory Integrator,other,Security Verify Directory Integrator,blue,no_match,"No match found for product 'Security Verify Directory Integrator' (mapped from 'Security Verify Directory Integrator'), version 'other'"
Terraform Self-Managed,202406-1,Terraform Self-Managed,green,wildcard,Wildcard match: version '202406-1' matches pattern '2.x.x' in 'ibm terraform self-managed'
EDB Enterprise Postgres,PostgreSQL v13.x,EDB Enterprise Postgres,blue,no_match,"No match found for product 'EDB Enterprise Postgres' (mapped from 'EDB Enterprise Postgres'), version 'postgresql v13.x'"
Db2 Analytics Accelerator for z/OS,7.5.0,Db2 Analytics Accelerator for z/OS,green,exact,"Exact match: product='db2 analytics accelerator for z/os', version='7.5.x'"
watsonx.ai,2.3,watsonx.ai,green,substring,"Substring match: found 'watsonx.ai' in 'ibm watsonx.ai', version='2.3.x'"
FileNet Image Services (IS) Connector,nan,FileNet Image Services (IS) Connector,blue,no_match,Empty or null version
Z Software Asset Management,9.1,Z Software Asset Management,green,substring,"Substring match: found 'z software asset management' in 'ibm z software asset management', version='9.1.x'"
Host Access Client Package,v16.0,Host Access Client Package for Multiplatforms,blue,no_match,"No match found for product 'Host Access Client Package for Multiplatforms' (mapped from 'Host Access Client Package'), version 'v16.0'"
FileNet Image Services,4.2.0,FileNet Image Services,green,exact,"Exact match: product='filenet image services', version='4.2.x'"
API Connect,10.0.4,API Connect,green,substring,"Substring match: found 'api connect' in 'ibm api connect', version='10.0.x'"
Security Verify Directory,6.4,IBM Security Verify Directory,blue,no_match,"No match found for product 'IBM Security Verify Directory' (mapped from 'Security Verify Directory'), version '6.4'"
Terraform Self-Managed,202507-1,Terraform Self-Managed,green,wildcard,Wildcard match: version '202507-1' matches pattern '2.x.x' in 'ibm terraform self-managed'
Rational Developer for i,nan,Rational Developer for i,blue,no_match,Empty or null version
PowerVM / VIOS,4.1.1.0,PowerVM,green,major.minor,Major.minor match: '4.1.1.0' matches '4.1.0' in 'powervm'
DataStax Enterprise,6.9.15,DataStax Enterprise,green,wildcard,Wildcard match: version '6.9.15' matches pattern '6.x' in 'ibm datastax enterprise'
Symmetrix,nan,Symmetrix,blue,no_match,Empty or null version
Cloud Infrastructure Center,1.2.3 for IBM Z and LinuxONE,Cloud Infrastructure Center,green,substring,"Substring match: found 'cloud infrastructure center' in 'ibm cloud infrastructure center', version='1.2.x'"
DevOps Deploy,8.1.1.0,DevOps Deploy,green,substring,"Substring match: found 'devops deploy' in 'ibm devops deploy', version='8.1.x'"
API Connect,12.1.0,API Connect,green,substring,"Substring match: found 'api connect' in 'ibm api connect', version='12.1'"
TS1150 Tape Drive,nan,TS1150 Tape Drive,blue,no_match,Empty or null version
Content Navigator and Content Navigator Mobile App,3.0.13,Content Navigator and Content Navigator Mobile App,blue,no_match,"No match found for product 'Content Navigator and Content Navigator Mobile App' (mapped from 'Content Navigator and Content Navigator Mobile App'), version '3.0.13'"
Encoder,nan,Encoder,blue,no_match,Empty or null version
DevOps Deploy,7.3.0.1,DevOps Deploy,blue,no_match,"No match found for product 'DevOps Deploy' (mapped from 'DevOps Deploy'), version '7.3.0.1'"
Business Automation Workflow,24.0.1,Business Automation Workflow,green,substring,"Substring match: found 'business automation workflow' in 'ibm business automation workflow', version='24.0.x'"
"Db2 Linux, Unix and Windows",v11.5 GA,"Db2 Linux, Unix and Windows",blue,no_match,"No match found for product 'Db2 Linux, Unix and Windows' (mapped from 'Db2 Linux, Unix and Windows'), version 'v11.5 ga'"
Verify Identity Governance,V.10.0.2 - Identity Manager (ISIM - Appliance),Verify Identity Governance,blue,no_match,"No match found for product 'Verify Identity Governance' (mapped from 'Verify Identity Governance'), version 'v.10.0.2 - identity manager (isim - appliance)'"
Storage Scale,5.1.9,IBM Storage Scale Data Management Edition,blue,no_match,"No match found for product 'IBM Storage Scale Data Management Edition' (mapped from 'Storage Scale'), version '5.1.9'"
DevOps Deploy,7.3.2.0,DevOps Deploy,blue,no_match,"No match found for product 'DevOps Deploy' (mapped from 'DevOps Deploy'), version '7.3.2.0'"
NS1 Connect,nan,NS1 Connect,blue,no_match,Empty or null version
BACC Planning Analytics (PA),nan,BACC Planning Analytics (PA),blue,no_match,Empty or null version
TPF,z/TPF 1.1,TPF,blue,no_match,"No match found for product 'TPF' (mapped from 'TPF'), version 'z/tpf 1.1'"
App Connect Enterprise,12.0.7,App Connect Enterprise,green,substring,"Substring match: found 'app connect enterprise' in 'ibm app connect enterprise', version='12.0.x'"
Thermal Printer,nan,Thermal Printer,blue,no_match,Empty or null version
