Product Name,Product Version,Mapped Product Name,Lifecycle Color,Match Type,Match Details
Sterling Connect Direct,C:D Web Services 6.2,IBM Sterling Connect:Direct for UNIX,blue,no_match,"No match found for product 'IBM Sterling Connect:Direct for UNIX' (mapped from 'Sterling Connect Direct'), version 'c:d web services 6.2'"
IMS Enterprise Suite,3.1.1,IMS Enterprise Suite,blue,no_match,"No match found for product 'IMS Enterprise Suite' (mapped from 'IMS Enterprise Suite'), version '3.1.1'"
Hardware Management Console Application,7.2.3,Hardware Management Console Application,blue,no_match,"No match found for product 'Hardware Management Console Application' (mapped from 'Hardware Management Console Application'), version '7.2.3'"
Network Management,nan,Network Management,blue,no_match,Empty or null version
Developer for z/OS HLL/WB,17.0.x,Developer for z/OS HLL/WB,green,substring,"Substring match: found 'developer for z/os hll/wb' in 'ibm developer for z/os hll/wb edition', version='17.0.x'"
Db2 Connect,v11.5 GA,DB2 Connect Enterprise Edition,blue,no_match,"No match found for product 'DB2 Connect Enterprise Edition' (mapped from 'Db2 Connect'), version 'v11.5 ga'"
Copy Services Manager,6.3.2.0,Copy Services Manager,green,substring,"Substring match: found 'copy services manager' in 'ibm copy services manager', version='6.3.x'"
SPSS Collaboration & Deployment Services,8.4.0.0,SPSS Collaboration & Deployment Services,blue,no_match,"No match found for product 'SPSS Collaboration & Deployment Services' (mapped from 'SPSS Collaboration & Deployment Services'), version '8.4.0.0'"
Storage Protect Plus,10.1.17 build: 271,Storage Protect Plus,green,substring,"Substring match: found 'storage protect plus' in 'ibm storage protect plus', version='10.1.x'"
Terminals for Attractive Customer Experience Keypad,nan,Terminals for Attractive Customer Experience Keypad,blue,no_match,Empty or null version
SPSS Collaboration & Deployment Services,8.6.0.0,SPSS Collaboration & Deployment Services,blue,no_match,"No match found for product 'SPSS Collaboration & Deployment Services' (mapped from 'SPSS Collaboration & Deployment Services'), version '8.6.0.0'"
webMethods B2B,10.7,webMethods B2B,blue,no_match,"No match found for product 'webMethods B2B' (mapped from 'webMethods B2B'), version '10.7'"
OpenPages,9.0.0.3,OpenPages,green,substring,"Substring match: found 'openpages' in 'ibm openpages', version='9.0.x'"
Storage Protect Plus,10.1.18 Build: 339,Storage Protect Plus,green,substring,"Substring match: found 'storage protect plus' in 'ibm storage protect plus', version='10.1.x'"
EDB Enterprise Postgres,14,EDB Enterprise Postgres,blue,no_match,"No match found for product 'EDB Enterprise Postgres' (mapped from 'EDB Enterprise Postgres'), version '14'"
Content Manager OnDemand,7.4,Content Manager OnDemand,blue,no_match,"No match found for product 'Content Manager OnDemand' (mapped from 'Content Manager OnDemand'), version '7.4'"
Reliable Scalable Cluster Technology (RSCT),RSCT v3.1.1,Reliable Scalable Cluster Technology (RSCT),blue,no_match,"No match found for product 'Reliable Scalable Cluster Technology (RSCT)' (mapped from 'Reliable Scalable Cluster Technology (RSCT)'), version 'rsct v3.1.1'"
PIX,nan,PIX,blue,no_match,Empty or null version
MQ Appliance,9.3 CD,MQ Appliance,blue,no_match,"No match found for product 'MQ Appliance' (mapped from 'MQ Appliance'), version '9.3 cd'"
ProLiant XL Series Servers,nan,ProLiant XL Series Servers,blue,no_match,Empty or null version
WebSphere Application Server for z/OS,24.x Liberty,WebSphere Application Server for z/OS,blue,no_match,"No match found for product 'WebSphere Application Server for z/OS' (mapped from 'WebSphere Application Server for z/OS'), version '24.x liberty'"
webMethods Business Process Management,10.7,webMethods Business Process Management,blue,no_match,"No match found for product 'webMethods Business Process Management' (mapped from 'webMethods Business Process Management'), version '10.7'"
Netcool/OMNIbus,8.1.0.18,Netcool/OMNIbus,red,exact,"Exact match: product='netcool/omnibus', version='8.1.x'"
Cloud Pak for Data,5.0.1,Cloud Pak for Data,green,wildcard,Wildcard match: version '5.0.1' matches pattern '5.x.x' in 'ibm cloud pak for data'
Advanced Reporting for DFSMShsm,2.6.0,Advanced Reporting for DFSMShsm,blue,no_match,"No match found for product 'Advanced Reporting for DFSMShsm' (mapped from 'Advanced Reporting for DFSMShsm'), version '2.6.0'"
Storage Protect Plus,10.1.17-152,Storage Protect Plus,green,substring,"Substring match: found 'storage protect plus' in 'ibm storage protect plus', version='10.1.x'"
QRadar SOAR,51.0.6.1,QRadar SOAR,green,substring,"Substring match: found 'qradar soar' in 'ibm security qradar soar', version='51.0.x'"
Guardium Insights,3.2.6,Guardium Insights,blue,no_match,"No match found for product 'Guardium Insights' (mapped from 'Guardium Insights'), version '3.2.6'"
Jazz for Service Management DASH / TIP,3.1.3.23,Jazz for Service Management DASH / TIP,blue,no_match,"No match found for product 'Jazz for Service Management DASH / TIP' (mapped from 'Jazz for Service Management DASH / TIP'), version '3.1.3.23'"
WebSphere Application Server,8.5.x ND on IBM i,WebSphere Application Server,green,exact,"Exact match: product='websphere application server', version='8.5.x'"
Netcool/Impact,7.1.0.31,Netcool/Impact,red,exact,"Exact match: product='netcool/impact', version='7.1.x'"
z/OS,9.3,z/OS,blue,no_match,"No match found for product 'z/OS' (mapped from 'z/OS'), version '9.3'"
Explorer for z/OS,3.3.x,Explorer for z/OS,green,substring,"Substring match: found 'explorer for z/os' in 'ibm explorer for z/os', version='3.3.x'"
Informix Dynamic Server,IDS 15.0.1.6,IBM Informix Advanced Enterprise Edition,green,wildcard,Wildcard match: version 'ids 15.0.1.6' matches pattern '15.0.x' in 'ibm informix advanced enterprise edition'
Exadata,nan,Exadata,blue,no_match,Empty or null version
Master Data Management CE,11.6,Master Data Management CE,blue,no_match,"No match found for product 'Master Data Management CE' (mapped from 'Master Data Management CE'), version '11.6'"
IMS Connect Extensions for z/OS,3.1.0,IMS Connect Extensions for z/OS,green,exact,"Exact match: product='ims connect extensions for z/os', version='3.1.0'"
Synergy Series Frames,nan,Synergy Series Frames,blue,no_match,Empty or null version
USB Port Hub,nan,USB Port Hub,blue,no_match,Empty or null version
Cloud Object Storage,3.16.5.71,Cloud Object Storage,red,substring,"Substring match: found 'cloud object storage' in 'ibm cloud object storage system', version='3.16.x'"
DataStax Enterprise,5.1.41,DataStax Enterprise,green,major.minor,Major.minor match: '5.1.41' matches '5.1' in 'ibm datastax enterprise'
Cloud Pak for Data System,1.0.7.8-IF1,Cloud Pak for Data System,red,substring,"Substring match: found 'cloud pak for data system' in 'ibm cloud pak for data system for federal and finance', version='1.0.x'"
Identity Manager,V.6.0,Identity Manager,blue,no_match,"No match found for product 'Identity Manager' (mapped from 'Identity Manager'), version 'v.6.0'"
QRadar Applications,7.5.0.8,QRadar Applications,blue,no_match,"No match found for product 'QRadar Applications' (mapped from 'QRadar Applications'), version '7.5.0.8'"
Copy Services Manager,6.2.5,Copy Services Manager,green,substring,"Substring match: found 'copy services manager' in 'ibm copy services manager', version='6.2.x'"
Spectrum Control,5.4.9,Spectrum Control,green,substring,"Substring match: found 'spectrum control' in 'ibm spectrum control', version='5.4.x'"
VNX Series,nan,VNX Series,blue,no_match,Empty or null version
ACE,nan,ACE,blue,no_match,Empty or null version
Content Manager OnDemand,7.6,Content Manager OnDemand,blue,no_match,"No match found for product 'Content Manager OnDemand' (mapped from 'Content Manager OnDemand'), version '7.6'"
HashiCorp Boundary Self-Managed,0.20.1,HashiCorp Boundary Self-Managed,blue,no_match,"No match found for product 'HashiCorp Boundary Self-Managed' (mapped from 'HashiCorp Boundary Self-Managed'), version '0.20.1'"
OMEGAMON for z/OS Management Suite,5.5.0,OMEGAMON for z/OS Management Suite,red,substring,"Substring match: found 'omegamon for z/os management suite' in 'ibm omegamon for z/os management suite', version='5.5.0'"
Master Data Management CE,11.5,Master Data Management CE,blue,no_match,"No match found for product 'Master Data Management CE' (mapped from 'Master Data Management CE'), version '11.5'"
NetEngine AR Series Routers,nan,NetEngine AR Series Routers,blue,no_match,Empty or null version
Integration Designer,24.0.0,Integration Designer,green,substring,"Substring match: found 'integration designer' in 'ibm integration designer', version='24.0.x'"
Storage Scale System Software,Storage Scale System Software Data Access Edition 5.1.9,Storage Scale System Software,blue,no_match,"No match found for product 'Storage Scale System Software' (mapped from 'Storage Scale System Software'), version 'storage scale system software data access edition 5.1.9'"
Consul Self-Managed,0.1.0,Consul Self-Managed,blue,no_match,"No match found for product 'Consul Self-Managed' (mapped from 'Consul Self-Managed'), version '0.1.0'"
Storage Copy Data Management,2.2.26,Storage Copy Data Management,green,substring,"Substring match: found 'storage copy data management' in 'ibm storage copy data management', version='2.2.x'"
Python for z/OS,"Open Enterprise Python for z/OS, V3.13",Python for z/OS,blue,no_match,"No match found for product 'Python for z/OS' (mapped from 'Python for z/OS'), version 'open enterprise python for z/os, v3.13'"
Storage Protect,8.1.14.000,Storage Protect,green,substring,"Substring match: found 'storage protect' in 'ibm storage protect', version='8.1.x'"
Reliable Scalable Cluster Technology (RSCT),RSCT v3.2.4,Reliable Scalable Cluster Technology (RSCT),blue,no_match,"No match found for product 'Reliable Scalable Cluster Technology (RSCT)' (mapped from 'Reliable Scalable Cluster Technology (RSCT)'), version 'rsct v3.2.4'"
Sterling B2B Integrator,6.0.3 (not supported),IBM Sterling B2B Integrator,red,exact,"Exact match: product='ibm sterling b2b integrator', version='6.0.x'"
USB Keyboard,nan,USB Keyboard,blue,no_match,Empty or null version
ILOG CPLEX Optimization Studio,Other,ILOG CPLEX Optimization Studio,blue,no_match,"No match found for product 'ILOG CPLEX Optimization Studio' (mapped from 'ILOG CPLEX Optimization Studio'), version 'other'"
Tivoli Composite Application Manager for Transactions,7402,Tivoli Composite Application Manager for Transactions,blue,no_match,"No match found for product 'Tivoli Composite Application Manager for Transactions' (mapped from 'Tivoli Composite Application Manager for Transactions'), version '7402'"
